partner,cover,room_count,pricing_zone,cover_monthly_price,cover_monthly_price_no_tax,cover_monthly_price_tax
e-mobilia,CATNAT,4,ZDDEF5C3-ZINCFACB-ZVOLFBCB,24.81182,22.76314,2.04868
e-mobilia,CATNAT,4,ZDDEF5C3-ZINCFACB-ZVOLFACA,23.07927,21.17364,1.90563
e-mobilia,CATNAT,4,ZDDEF5C3-ZINCFACA-ZVOLFDCD,28.54096,26.18437,2.35659
e-mobilia,CATNAT,4,ZDDEF5C3-ZINCFACA-ZVOLFCCC,26.75396,24.54492,2.20904
e-mobilia,CATNAT,4,ZDDEF5C3-ZINCFACA-ZVOLFBCB,24.21706,22.21749,1.99957
e-mobilia,CATNAT,4,ZDDEF5C3-ZINCFACA-ZVOLFACA,22.48451,20.62799,1.85652
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCC-ZVOLFDCD,27.48619,25.21668,2.26950
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCC-ZVOLFCCC,25.69919,23.57724,2.12195
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCC-ZVOLFBCB,23.16229,21.24980,1.91248
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCC-ZVOLFACA,21.42974,19.66031,1.76943
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCB-ZVOLFDCD,27.34136,25.08382,2.25754
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCB-ZVOLFCCC,25.55436,23.44437,2.10999
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCB-ZVOLFBCB,23.01746,21.11694,1.90052
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCB-ZVOLFACA,21.28491,19.52744,1.75747
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCA-ZVOLFDCD,26.81617,24.60199,2.21418
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCA-ZVOLFCCC,25.02917,22.96254,2.06663
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCA-ZVOLFBCB,22.49227,20.63511,1.85716
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFBCA-ZVOLFACA,20.75972,19.04561,1.71411
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACC-ZVOLFDCD,28.29643,25.96002,2.33640
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACC-ZVOLFCCC,26.50943,24.32058,2.18885
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACC-ZVOLFBCB,23.97253,21.99314,1.97938
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACC-ZVOLFACA,22.23998,20.40365,1.83633
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACB-ZVOLFDCD,28.13242,25.80956,2.32286
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACB-ZVOLFCCC,26.34542,24.17011,2.17531
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACB-ZVOLFBCB,23.80852,21.84268,1.96584
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACB-ZVOLFACA,22.07597,20.25318,1.82279
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACA-ZVOLFDCD,27.53766,25.26390,2.27375
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACA-ZVOLFCCC,25.75066,23.62446,2.12620
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACA-ZVOLFBCB,23.21376,21.29702,1.91673
e-mobilia,CATNAT,4,ZDDEF5C2-ZINCFACA-ZVOLFACA,21.48121,19.70753,1.77368
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCC-ZVOLFDCD,26.19836,24.03519,2.16317
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCC-ZVOLFCCC,24.41136,22.39574,2.01562
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCC-ZVOLFBCB,21.87446,20.06831,1.80615
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCC-ZVOLFACA,20.14191,18.47881,1.66309
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCB-ZVOLFDCD,26.05353,23.90232,2.15121
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCB-ZVOLFCCC,24.26653,22.26288,2.00366
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCB-ZVOLFBCB,21.72963,19.93544,1.79419
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCB-ZVOLFACA,19.99708,18.34595,1.65114
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCA-ZVOLFDCD,25.52834,23.42050,2.10784
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCA-ZVOLFCCC,23.74134,21.78105,1.96029
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCA-ZVOLFBCB,21.20444,19.45362,1.75083
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFBCA-ZVOLFACA,19.47189,17.86412,1.60777
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACC-ZVOLFDCD,27.00860,24.77853,2.23007
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACC-ZVOLFCCC,25.22160,23.13908,2.08252
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACC-ZVOLFBCB,22.68470,20.81165,1.87305
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACC-ZVOLFACA,20.95215,19.22215,1.72999
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACB-ZVOLFDCD,26.84459,24.62806,2.21653
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACB-ZVOLFCCC,25.05759,22.98862,2.06898
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACB-ZVOLFBCB,22.52069,20.66118,1.85951
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACB-ZVOLFACA,20.78814,19.07169,1.71645
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACA-ZVOLFDCD,26.24983,24.08241,2.16742
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACA-ZVOLFCCC,24.46283,22.44296,2.01987
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACA-ZVOLFBCB,21.92593,20.11553,1.81040
e-mobilia,CATNAT,4,ZDDEF5C1-ZINCFACA-ZVOLFACA,20.19338,18.52603,1.66734
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCC-ZVOLFDCD,26.69075,24.48693,2.20382
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCC-ZVOLFCCC,24.90375,22.84748,2.05627
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCC-ZVOLFBCB,22.36685,20.52005,1.84680
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCC-ZVOLFACA,20.63430,18.93055,1.70375
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCB-ZVOLFDCD,26.54592,24.35406,2.19187
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCB-ZVOLFCCC,24.75893,22.71461,2.04432
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCB-ZVOLFBCB,22.22202,20.38718,1.83485
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCB-ZVOLFACA,20.48947,18.79768,1.69179
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCA-ZVOLFDCD,26.02073,23.87223,2.14850
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCA-ZVOLFCCC,24.23374,22.23279,2.00095
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCA-ZVOLFBCB,21.69683,19.90535,1.79148
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFBCA-ZVOLFACA,19.96428,18.31586,1.64843
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACC-ZVOLFDCD,27.50099,25.23027,2.27072
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACC-ZVOLFCCC,25.71399,23.59082,2.12317
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACC-ZVOLFBCB,23.17709,21.26339,1.91370
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACC-ZVOLFACA,21.44454,19.67389,1.77065
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACB-ZVOLFDCD,27.33698,25.07980,2.25718
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACB-ZVOLFCCC,25.54998,23.44035,2.10963
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACB-ZVOLFBCB,23.01308,21.11292,1.90016
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACB-ZVOLFACA,21.28053,19.52342,1.75711
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACA-ZVOLFDCD,26.74222,24.53415,2.20807
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACA-ZVOLFCCC,24.95522,22.89470,2.06052
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACA-ZVOLFBCB,22.41832,20.56727,1.85105
e-mobilia,CATNAT,4,ZDDEF4C3-ZINCFACA-ZVOLFACA,20.68577,18.97777,1.70800
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCC-ZVOLFDCD,25.82385,23.69160,2.13224
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCC-ZVOLFCCC,24.03685,22.05216,1.98469
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCC-ZVOLFBCB,21.49995,19.72472,1.77523
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCC-ZVOLFACA,19.76740,18.13523,1.63217
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCB-ZVOLFDCD,25.67902,23.55874,2.12029
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCB-ZVOLFCCC,23.89202,21.91929,1.97274
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCB-ZVOLFBCB,21.35512,19.59186,1.76327
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCB-ZVOLFACA,19.62257,18.00236,1.62021
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCA-ZVOLFDCD,25.15383,23.07691,2.07692
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCA-ZVOLFCCC,23.36683,21.43746,1.92937
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCA-ZVOLFBCB,20.82993,19.11003,1.71990
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFBCA-ZVOLFACA,19.09738,17.52053,1.57685
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACC-ZVOLFDCD,26.63409,24.43494,2.19914
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACC-ZVOLFCCC,24.84709,22.79550,2.05159
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACC-ZVOLFBCB,22.31019,20.46806,1.84213
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACC-ZVOLFACA,20.57764,18.87857,1.69907
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACB-ZVOLFDCD,26.47008,24.28447,2.18560
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACB-ZVOLFCCC,24.68308,22.64503,2.03805
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACB-ZVOLFBCB,22.14618,20.31759,1.82858
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACB-ZVOLFACA,20.41363,18.72810,1.68553
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACA-ZVOLFDCD,25.87532,23.73882,2.13649
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACA-ZVOLFCCC,24.08832,22.09938,1.98894
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACA-ZVOLFBCB,21.55142,19.77194,1.77947
e-mobilia,CATNAT,4,ZDDEF4C2-ZINCFACA-ZVOLFACA,19.81887,18.18245,1.63642
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCC-ZVOLFDCD,24.71110,22.67074,2.04037
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCC-ZVOLFCCC,22.92411,21.03129,1.89282
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCC-ZVOLFBCB,20.38720,18.70386,1.68335
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCC-ZVOLFACA,18.65465,17.11436,1.54029
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCB-ZVOLFDCD,24.56628,22.53787,2.02841
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCB-ZVOLFCCC,22.77928,20.89842,1.88086
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCB-ZVOLFBCB,20.24238,18.57099,1.67139
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCB-ZVOLFACA,18.50983,16.98149,1.52833
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCA-ZVOLFDCD,24.04109,22.05604,1.98504
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCA-ZVOLFCCC,22.25409,20.41660,1.83749
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCA-ZVOLFBCB,19.71719,18.08916,1.62802
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFBCA-ZVOLFACA,17.98464,16.49967,1.48497
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACC-ZVOLFDCD,25.52134,23.41408,2.10727
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACC-ZVOLFCCC,23.73435,21.77463,1.95972
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACC-ZVOLFBCB,21.19744,19.44720,1.75025
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACC-ZVOLFACA,19.46489,17.85770,1.60719
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACB-ZVOLFDCD,25.35733,23.26361,2.09372
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACB-ZVOLFCCC,23.57034,21.62416,1.94617
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACB-ZVOLFBCB,21.03343,19.29673,1.73671
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACB-ZVOLFACA,19.30088,17.70723,1.59365
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACA-ZVOLFDCD,24.76257,22.71796,2.04462
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACA-ZVOLFCCC,22.97558,21.07851,1.89707
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACA-ZVOLFBCB,20.43867,18.75108,1.68760
e-mobilia,CATNAT,4,ZDDEF4C1-ZINCFACA-ZVOLFACA,18.70612,17.16158,1.54454
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCC-ZVOLFDCD,25.48095,23.37702,2.10393
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCC-ZVOLFCCC,23.69395,21.73757,1.95638
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCC-ZVOLFBCB,21.15705,19.41014,1.74691
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCC-ZVOLFACA,19.42450,17.82064,1.60386
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCB-ZVOLFDCD,25.33612,23.24415,2.09197
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCB-ZVOLFCCC,23.54913,21.60470,1.94442
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCB-ZVOLFBCB,21.01222,19.27727,1.73495
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCB-ZVOLFACA,19.27967,17.68777,1.59190
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCA-ZVOLFDCD,24.81093,22.76232,2.04861
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCA-ZVOLFCCC,23.02393,21.12288,1.90106
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCA-ZVOLFBCB,20.48703,18.79544,1.69159
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFBCA-ZVOLFACA,18.75448,17.20595,1.54854
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACC-ZVOLFDCD,26.29119,24.12036,2.17083
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACC-ZVOLFCCC,24.50419,22.48091,2.02328
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACC-ZVOLFBCB,21.96729,20.15348,1.81381
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACC-ZVOLFACA,20.23474,18.56398,1.67076
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACB-ZVOLFDCD,26.12718,23.96989,2.15729
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACB-ZVOLFCCC,24.34018,22.33044,2.00974
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACB-ZVOLFBCB,21.80328,20.00301,1.80027
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACB-ZVOLFACA,20.07073,18.41351,1.65722
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACA-ZVOLFDCD,25.53242,23.42424,2.10818
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACA-ZVOLFCCC,23.74542,21.78479,1.96063
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACA-ZVOLFBCB,21.20852,19.45736,1.75116
e-mobilia,CATNAT,4,ZDDEF3C3-ZINCFACA-ZVOLFACA,19.47597,17.86786,1.60811
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCC-ZVOLFDCD,24.70579,22.66586,2.03993
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCC-ZVOLFCCC,22.91879,21.02641,1.89238
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCC-ZVOLFBCB,20.38189,18.69898,1.68291
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCC-ZVOLFACA,18.64934,17.10948,1.53985
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCB-ZVOLFDCD,24.56096,22.53299,2.02797
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCB-ZVOLFCCC,22.77397,20.89355,1.88042
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCB-ZVOLFBCB,20.23706,18.56611,1.67095
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCB-ZVOLFACA,18.50451,16.97662,1.52790
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCA-ZVOLFDCD,24.03577,22.05117,1.98460
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCA-ZVOLFCCC,22.24877,20.41172,1.83705
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCA-ZVOLFBCB,19.71187,18.08429,1.62759
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFBCA-ZVOLFACA,17.97932,16.49479,1.48453
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACC-ZVOLFDCD,25.51603,23.40920,2.10683
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACC-ZVOLFCCC,23.72903,21.76975,1.95928
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACC-ZVOLFBCB,21.19213,19.44232,1.74981
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACC-ZVOLFACA,19.45958,17.85282,1.60675
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACB-ZVOLFDCD,25.35202,23.25873,2.09329
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACB-ZVOLFCCC,23.56502,21.61929,1.94574
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACB-ZVOLFBCB,21.02812,19.29185,1.73627
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACB-ZVOLFACA,19.29557,17.70236,1.59321
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACA-ZVOLFDCD,24.75726,22.71308,2.04418
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACA-ZVOLFCCC,22.97026,21.07363,1.89663
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACA-ZVOLFBCB,20.43336,18.74620,1.68716
e-mobilia,CATNAT,4,ZDDEF3C2-ZINCFACA-ZVOLFACA,18.70081,17.15670,1.54410
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCC-ZVOLFDCD,23.71080,21.75303,1.95777
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCC-ZVOLFCCC,21.92381,20.11358,1.81022
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCC-ZVOLFBCB,19.38690,17.78615,1.60075
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCC-ZVOLFACA,17.65435,16.19665,1.45770
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCB-ZVOLFDCD,23.56598,21.62016,1.94581
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCB-ZVOLFCCC,21.77898,19.98072,1.79826
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCB-ZVOLFBCB,19.24208,17.65328,1.58880
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCB-ZVOLFACA,17.50953,16.06379,1.44574
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCA-ZVOLFDCD,23.04079,21.13834,1.90245
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCA-ZVOLFCCC,21.25379,19.49889,1.75490
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCA-ZVOLFBCB,18.71689,17.17146,1.54543
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFBCA-ZVOLFACA,16.98434,15.58196,1.40238
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACC-ZVOLFDCD,24.52104,22.49637,2.02467
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACC-ZVOLFCCC,22.73405,20.85692,1.87712
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACC-ZVOLFBCB,20.19714,18.52949,1.66765
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACC-ZVOLFACA,18.46459,16.93999,1.52460
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACB-ZVOLFDCD,24.35703,22.34590,2.01113
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACB-ZVOLFCCC,22.57004,20.70645,1.86358
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACB-ZVOLFBCB,20.03313,18.37902,1.65411
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACB-ZVOLFACA,18.30058,16.78953,1.51106
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACA-ZVOLFDCD,23.76227,21.80025,1.96202
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACA-ZVOLFCCC,21.97528,20.16080,1.81447
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACA-ZVOLFBCB,19.43837,17.83337,1.60500
e-mobilia,CATNAT,4,ZDDEF3C1-ZINCFACA-ZVOLFACA,17.70582,16.24387,1.46195
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCC-ZVOLFDCD,24.45781,22.43836,2.01945
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCC-ZVOLFCCC,22.67081,20.79891,1.87190
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCC-ZVOLFBCB,20.13391,18.47148,1.66243
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCC-ZVOLFACA,18.40136,16.88198,1.51938
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCB-ZVOLFDCD,24.31298,22.30549,2.00749
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCB-ZVOLFCCC,22.52598,20.66604,1.85994
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCB-ZVOLFBCB,19.98908,18.33861,1.65047
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCB-ZVOLFACA,18.25653,16.74911,1.50742
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCA-ZVOLFDCD,23.78779,21.82366,1.96413
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCA-ZVOLFCCC,22.00079,20.18421,1.81658
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCA-ZVOLFBCB,19.46389,17.85678,1.60711
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFBCA-ZVOLFACA,17.73134,16.26728,1.46406
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACC-ZVOLFDCD,25.26805,23.18170,2.08635
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACC-ZVOLFCCC,23.48105,21.54225,1.93880
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACC-ZVOLFBCB,20.94415,19.21482,1.72933
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACC-ZVOLFACA,19.21160,17.62532,1.58628
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACB-ZVOLFDCD,25.10404,23.03123,2.07281
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACB-ZVOLFCCC,23.31704,21.39178,1.92526
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACB-ZVOLFBCB,20.78014,19.06435,1.71579
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACB-ZVOLFACA,19.04759,17.47485,1.57274
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACA-ZVOLFDCD,24.50928,22.48558,2.02370
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACA-ZVOLFCCC,22.72228,20.84613,1.87615
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACA-ZVOLFBCB,20.18538,18.51870,1.66668
e-mobilia,CATNAT,4,ZDDEF2C3-ZINCFACA-ZVOLFACA,18.45283,16.92920,1.52363
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCC-ZVOLFDCD,23.76023,21.79838,1.96185
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCC-ZVOLFCCC,21.97324,20.15893,1.81430
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCC-ZVOLFBCB,19.43634,17.83150,1.60484
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCC-ZVOLFACA,17.70378,16.24200,1.46178
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCB-ZVOLFDCD,23.61541,21.66551,1.94990
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCB-ZVOLFCCC,21.82841,20.02607,1.80235
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCB-ZVOLFBCB,19.29151,17.69863,1.59288
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCB-ZVOLFACA,17.55896,16.10914,1.44982
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCA-ZVOLFDCD,23.09022,21.18369,1.90653
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCA-ZVOLFCCC,21.30322,19.54424,1.75898
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCA-ZVOLFBCB,18.76632,17.21681,1.54951
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFBCA-ZVOLFACA,17.03377,15.62731,1.40646
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFACC-ZVOLFDCD,24.57047,22.54172,2.02875
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFACC-ZVOLFCCC,22.78348,20.90227,1.88120
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFACC-ZVOLFBCB,20.24658,18.57484,1.67174
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFACC-ZVOLFACA,18.51402,16.98534,1.52868
e-mobilia,CATNAT,4,ZDDEF2C2-ZINCFACB-ZVOLFDCD,24.40646,22.39125,2.01521
